linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.5773","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5774","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5775","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5776","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5777","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5778","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5779","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5780","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5781","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5782","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5783","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211005","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5759","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5760","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5761","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5762","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5763","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5764","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5765","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5766","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5767","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5768","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5769","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211006","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5756","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5757","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5758","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4269]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5951","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5952","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5953","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5954","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5955","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5956","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5957","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5958","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5959","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5960","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5961","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5962","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211007","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5936","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5937","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5938","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5939","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5940","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5941","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5942","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5943","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5944","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5945","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5946","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5947","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5948","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5949","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5950","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211008","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5919","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5920","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5921","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5922","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5923","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5924","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5925","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5926","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5927","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5928","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5929","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5930","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5931","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5932","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5933","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5934","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5935","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211009","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5905","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211010","1170.00","","AMEX PMT [SB21B.4270]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
